SampleID	PrimerPairID	BarcodeID	ProjectID
Verbena_shrevei_NA	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Romeo863	Tank_D/Verbenaceae_Frost_UW
Verbena_xutha_CT5371	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Romeo864	Tank_D/Verbenaceae_Frost_UW
Petrea_volubilis_RBGK3267503134	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike577	Tank_D/Verbenaceae_Frost_UW
Rhaphithamnus_spinosus_RBGK1288301596	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike578	Tank_D/Verbenaceae_Frost_UW
Phyla_cuneifolia_RGO1992_134	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike579	Tank_D/Verbenaceae_Frost_UW
Duranta_erecta_variegata_RGO92_206	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike580	Tank_D/Verbenaceae_Frost_UW
Stachytarpheta_mutabilis_RGO1992_207	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike581	Tank_D/Verbenaceae_Frost_UW
Duranta_erecta_RGO1992_211	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike582	Tank_D/Verbenaceae_Frost_UW
Duranta_sprucei_RGO1992_221	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike583	Tank_D/Verbenaceae_Frost_UW
Tamonea_curassavica_HR1917	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike584	Tank_D/Verbenaceae_Frost_UW
Lantana_rugosa_VWV389	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike585	Tank_D/Verbenaceae_Frost_UW
Stachytarpheta_jamaicensis_RGO1996_68	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike586	Tank_D/Verbenaceae_Frost_UW
Coelocarpum_madagascariense_PM3569	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike587	Tank_D/Verbenaceae_Frost_UW
Chascanum_humbertii_MR6127	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike588	Tank_D/Verbenaceae_Frost_UW
Stachytarpheta_jamaicensis_RGO2003_20	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike589	Tank_D/Verbenaceae_Frost_UW
Lantana_urticifolia_RGO1996_75	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike590	Tank_D/Verbenaceae_Frost_UW
Stachytarpheta_urticifolia_JT673	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike591	Tank_D/Verbenaceae_Frost_UW
Stachytarpheta_frantzii_FTG2001_0533B	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike592	Tank_D/Verbenaceae_Frost_UW
Lippia_myriocephala_SOG144	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike593	Tank_D/Verbenaceae_Frost_UW
Lippia_turnerifolia_RGO2004_121	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike594	Tank_D/Verbenaceae_Frost_UW
Lippia_asperrima_RGO2004_140	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike595	Tank_D/Verbenaceae_Frost_UW
Parodianthus_ilicifolius_RGO2004_181	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike596	Tank_D/Verbenaceae_Frost_UW
Parodianthus_capillaris_MEM2929	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike597	Tank_D/Verbenaceae_Frost_UW
Baillonia_amabilis_GM2188	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike598	Tank_D/Verbenaceae_Frost_UW
Aloysia_crenata_ALC29106	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike599	Tank_D/Verbenaceae_Frost_UW
Casselia_cf._serrata_MAdS4623	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike600	Tank_D/Verbenaceae_Frost_UW
Priva_bahiensis_MS6025	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike601	Tank_D/Verbenaceae_Frost_UW
Recordia_boliviana_MN42092	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike602	Tank_D/Verbenaceae_Frost_UW
Casselia_confertiflora_RCM2859	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike603	Tank_D/Verbenaceae_Frost_UW
Casselia_integrifolia_JRP3449	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike604	Tank_D/Verbenaceae_Frost_UW
Baillonia_amabilis_MC4522	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike605	Tank_D/Verbenaceae_Frost_UW
Duranta_serratifolia_RGO2007_009	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike606	Tank_D/Verbenaceae_Frost_UW
Lantana_tilcarensis_RGO2007_18	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike607	Tank_D/Verbenaceae_Frost_UW
Pitrea_cuneato_ovata_RGO2007_81	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike608	Tank_D/Verbenaceae_Frost_UW
Recordia_boliviana_MN38027	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike609	Tank_D/Verbenaceae_Frost_UW
Burroughsia_fastigiata_LLW7847	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike610	Tank_D/Verbenaceae_Frost_UW
Chascanum_laetum_A2980	ndhF_57F_557R,ETS_F_R,ITS_F_R,matK_110F_715R,matK_521F_1103R,ndhF_1022F_1435R,ndhF_1410F_2054R,ndhF_516F_1054R,PPR_11_1020F_1545R,PPR_123_505F_1031R,PPR_24_188F_565R,PPR_24_450F_1008R,PPR_47_26F_811R,PPR_62_79F_650R,PPR_70_665F_1055R,PPR_97_358F_965R,rbcL_106F_655R,rbcL_635F_1395R,rpl32_79F_679R,rpoC2_1489F_2080R,rpoC2_524R_978R,rpoC2_91F_623R,rpoC2_965F_1520R,trnLF_1363F_1786R,trnLF_821F_1383R,trnT_77F_628R,waxy_26F_446R,waxy_309F_909R	Mike611	Tank_D/Verbenaceae_Frost_UW
