Barcode	5_8S	AT1G04200	AT1G13040	AT1G17760	AT1G26640	AT1G43860	AT1G80150_A	AT1_320F_C1261R	AT2G17670	AT2G28190_A	AT2G29210_A	AT2G29210_B_1	AT2G29210_B_2	AT2G38020_a_A	AT2G38020_a_C	AT2G38020_b	AT3G14730	AT3G16890	AT4G30825	AT5G18475	AT5_C875F_1890R	Cas_10778_F_Cas_11525_R	Cas_111970_F_Cas_112789_R	Cas_112854_F_Cas_113746_R	Cas_115094_F_Cas_116443_R	Cas_11589_F_Cas_12461_R	Cas_120561_F_Cas_121371_R	Cas_122476_F_Cas_123331_R	Cas_123306_F_Cas_124104_R	Cas_124082_F_Cas_124968_R	Cas_125001_F_Cas_125859_R	Cas_126110_F_Cas_126868_R	Cas_126859_F_Cas_127713_R	Cas_127891_F_Cas_128420_R	Cas_129331_F_Cas_130126_R	Cas_130168_F_Cas_130760_R	Cas_13394_F_Cas_14062_R	Cas_14073_F_Cas_14724_R	Cas_17609_F_Cas_18412_R	Cas_19198_F_Cas_19976_R	Cas_20851_F_Cas_21307_R	Cas_21290_F_Cas_22036_R	Cas_24256_F_Cas_25037_R	Cas_29425_F_Cas_30291_R	Cas_30274_F_Cas_31061_R	Cas_3185_F_Cas_3987_R	Cas_32159_F_Cas_32745_R	Cas_33546_F_Cas_34499_R	Cas_36699_F_Cas_37444_R	Cas_4537_F_Cas_5319_R	Cas_46472_F_Cas_47162_R	Cas_47139_F_Cas_47689_R	Cas_48611_F_Cas_49520_R	Cas_50548_F_Cas_51414_R	Cas_52327_F_Cas_52920_R	Cas_52901_F_Cas_53720_R	Cas_5508_F_Cas_6230_R	Cas_59866_F_Cas_60624_R	Cas_61880_F_Cas_62831_R	Cas_62840_F_Cas_63772_R	Cas_63749_F_Cas_64669_R	Cas_65707_F_Cas_66634_R	Cas_67504_F_Cas_68343_R	Cas_69456_F_Cas_70174_R	Cas_71554_F_Cas_72431_R	Cas_72399_F_Cas_73245_R	Cas_73947_F_Cas_74498_R	Cas_77140_F_Cas_78034_R	Cas_85769_F_Cas_86417_R	ETSB_18S_IGS	ETS_F_R	ITS1	ITS2	ITS_F_R	MIX_5	MIX_6	MIX_7	PIS_1	PIS_3	PIS_4	PPR_11_1020F_1545R	PPR_123_505F_1031R	PPR_24_188F_565R	PPR_24_450F_1008R	PPR_47_26F_811R	PPR_62_79F_650R	PPR_70_665F_1055R	PPR_97_358F_965R	Tha_ITS1F_ITS2R	W11F_W12R	W12F_W13R	matK_110F_715R	matK_521F_1103R	ndhF_1022F_1435R	ndhF_1410F_2054R	ndhF_516F_1054R	ndhF_57F_557R	rbcL_106F_655R	rbcL_635F_1395R	rpl32_79F_679R	rpoC2_1489F_2080R	rpoC2_524R_978R	rpoC2_91F_623R	rpoC2_965F_1520R	thal_13	thal_15	thal_44	thal_45	thal_46	thal_47	thal_50	thal_51	thal_52	thal_53	thal_54	thal_55	thal_57	thal_58	thal_59	thal_61	thal_62	thal_64	thal_65	thal_68	thal_69	thal_70	thal_72	thal_74	thal_75	thal_78	thal_80	thal_81	trnLF_1363F_1786R	trnLF_821F_1383R	trnT_77F_628R	v1v3set2	v1v3set3	v1v3set4	v4set1	v4set2	waxy_26F_446R	waxy_309F_909R	None
Kilo513	0	0	0	0	2	0	0	378	2	1	1	3	2	0	1	0	1	1	0	1	8	1	0	0	0	0	0	0	1	0	1	2	0	9	1	15	3	4	1	0	1	0	0	0	5	1	0	0	1	0	1	14	0	0	6	1	0	1	0	0	0	0	0	0	0	0	4	0	2	6046	51	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	4	25	4	5	4	5	0	1	5	9	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	4	0	0	0	0	0	1	0	49534
Kilo514	0	1156	1	1077	6	0	2	13	1819	8	2	90	2	1	4	1	2	5	1459	930	9	43	2	14	97	3	43	9	0	0	8	631	3	14361	165	7405	11717	1833	18	512	2234	13	2	1	43	223	3723	0	253	233	761	8776	1	0	5170	154	53	665	2	2	0	0	13	522	0	5	253	1	1429	427	43	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	33	4	1	39	2	8	6	3	0	5	2	3	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	9	0	0	0	0	0	0	0	24131
Kilo515	0	1747	53	8573	3520	62	1094	602	24	985	53	1496	4061	2123	224	1977	3	6619	9845	2153	706	1531	321	9	995	129	1649	1045	1031	8	59	4011	74	37194	4754	25778	16237	9138	1139	2029	3446	1686	147	50	1957	1789	9010	0	2550	26327	4711	34740	26	19	19365	3060	1708	4313	11	31	6	41	576	3098	242	542	6103	200	18005	4089	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	936	0	0	14	0	2	1	2	0	2	1	2	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	81402
Kilo516	0	3	1	11	6	0	4	246	2	102	0	2	2	2	2	0	0	1	1	1	144	58	4	0	2	0	0	0	0	0	0	3	0	168	0	632	85	0	1	0	3	0	0	0	0	1	38	0	0	11	3	10	0	0	979	0	2	3	0	0	0	0	2	19	1	0	4	0	1	2721	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	17	0	0	1	2	0	1	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	41590
Kilo517	0	1	0	5	2	0	0	0	1	2	0	2	0	1	0	1	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	4	4	0	0	0	0	0	0	1	0	2	0	0	1	0	25	0	0	11	0	0	0	0	0	0	0	0	1	1	0	2	0	4	9	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	1	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	652
Kilo518	0	7125	853	19074	4987	207	5526	344	1375	1221	79	2031	6048	6856	1518	2474	396	2241	6484	1987	2	67	0	0	2	0	33	0	26	0	0	0	0	4479	118	15683	6756	778	14	9	200	137	0	1	4	122	2620	0	731	15	1042	21205	0	0	5228	249	12	62	0	0	0	0	1	79	0	1	778	0	3066	1338	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	271	0	0	9	0	2	1	1	0	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2	0	25755
Kilo519	0	632	197	4023	2108	532	1795	780	3	10	54	426	1672	2785	223	1379	4	128	0	1234	483	993	105	8	52	10	243	60	262	1	9	1309	7	23435	907	19557	12665	6414	1101	271	2160	621	12	4	780	1679	6043	0	829	9907	8676	20545	1	6	12025	915	358	3915	1	9	0	0	39	3176	40	12	2494	64	6584	4548	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	405	0	0	11	0	2	0	1	1	0	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	0	0	0	0	0	1	0	48722
Kilo520	0	22	2	834	123	0	4	1	10	8	1	21	90	36	6	5	0	4	1	27	0	0	0	0	0	0	0	0	0	0	0	1	0	7	3	17	6	2	0	0	1	0	0	0	0	1	2	0	2	1	2	278	0	0	4	2	0	1	0	0	0	0	1	1	0	0	2	0	4	832	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	42	0	0	11	2	0	0	2	0	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10007
Kilo521	0	1	0	8	5	0	3	0	2	4	1	7	2	0	2	1	2	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	6	4	0	0	1	0	0	0	1	1	1	0	0	3	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	49	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	24	2	10	2	1	2	0	8	2	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	9	0	0	0	0	0	2	0	313
Kilo522	0	2264	68	24583	39	0	1323	1093	7	504	25	798	9	7	183	175	688	1253	6	2903	1629	2045	712	18	452	75	2246	276	628	3	163	2549	0	38519	2589	32720	11358	6781	1069	2059	3428	1097	126	13	646	2672	4824	0	6329	1999	7080	26628	26	7	15678	2592	1354	6504	1	97	0	3	369	2505	106	202	5756	93	11330	4497	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	18	253	0	1	17	4	0	0	3	0	2	4	1	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	3	0	0	0	0	0	1	0	74246
Kilo523	0	3	0	14	6	3	6	1	6	7	1	5	9183	7	4172	8	6	7	3	5	0	2	0	0	0	0	0	0	0	0	0	0	2	4941	0	2	272	1	0	1093	0	0	0	0	0	111	2	0	0	3115	1	1144	0	0	4	0	0	1	1	0	0	19	0	0	0	0	5	0	0	9	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	16	2	4	4	1	0	3	4	6	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	4	0	0	0	0	0	0	0	4858
Kilo524	0	1	0	7	4	1	1	2	4	1	2	7	7	0	6	3	2	3	9	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	2	0	0	15	1	6	0	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	1	0	798
Kilo525	0	31	40	88	72	0	22	0	40	10	15	20	94	70	82	53	25	98	15	82	466	2	0	0	0	0	0	0	0	0	0	0	0	8	1	20	2	1	0	0	0	0	0	0	0	0	2	0	1	1	0	92	0	0	2	0	0	2	0	0	0	0	0	0	0	0	5	0	2	293617	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	253	0	1	5	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	31952
Kilo526	0	12932	2373	3	26338	3	6038	2	0	282	9012	11277	281	65	7111	0	18481	0	0	1	1	5753	38	4	74	0	870	120	2053	106	0	1	106	2983	0	12418	19972	14211	2948	221	7838	171	4	0	395	14	333	0	1226	402	8726	28508	0	560	0	0	0	5	3	22	1	14	4	12	238	11	18938	1	17819	30740	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	349	24162	0	0	6	2	0	0	3	0	0	1	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	124160
Kilo527	0	1	1	7	5	4	1	2	5	3	0	1	2	1	6	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	13	3	4	0	0	0	1	0	0	0	0	2	0	1	1	1	12	0	0	8	2	0	0	0	0	0	0	0	0	0	0	1	0	5	8509	56	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	69	2	1	16	2	3	3	3	0	0	2	4	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	4	0	0	0	0	0	1	0	4529
Kilo528	0	1	1	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	77	0	0	7	1	2	0	1	0	1	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	707
Lima529	0	19513	16236	12855	12030	1522	10509	5673	4688	12813	4137	20298	6339	8646	22723	20613	12403	9666	13469	15436	25714	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	0	0	0	0	0	0	0	0	0	3	0	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	30203	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3240	2520	0	0	16	0	2	0	2	0	0	2	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	3	0	0	0	0	0	0	0	131562
Lima530	0	11	9	30	14	2	8	10790	20	11	1	14	5	6	15	13	8	11	7	13	15338	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11029	48	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	1	1	1	32	3	1	4	4	3	2	6	10	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	7	0	0	0	0	0	3	0	40332
Lima531	0	4340	2958	5561	3332	444	3857	12800	4162	4532	546	8323	5382	5852	7578	5454	5540	3269	3052	7880	18376	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	1	0	2	23384	55	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	555	1028	1	1	16	0	4	4	8	1	3	7	8	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	10	0	0	0	0	0	2	0	80442
Lima532	0	491	644	355	512	0	503	7134	18	99	164	725	146	168	957	1008	229	664	161	1204	13658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11334	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	111	0	0	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	40615
Lima533	0	3801	3715	2378	3100	3	1632	18184	2992	44	1060	3202	2734	231	4219	4453	3296	1321	3094	5095	32264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18146	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	145	96	134	0	0	15	1	1	0	1	0	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	3	0	69326
Lima534	0	3326	1252	1770	1359	17	3477	23202	1762	2332	1539	3093	2332	2061	4310	2830	2855	1287	2435	2631	30673	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33236	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	474	1473	2	1	12	1	0	0	0	0	1	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	3	0	85497
Lima535	0	9430	7107	7410	6563	106	5241	14733	3213	6724	3007	6795	3471	4207	8395	6728	3929	5842	4121	7729	27469	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	29521	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1299	1147	0	0	17	1	3	1	0	1	2	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	94377
Lima536	0	4888	3304	2758	3507	214	2896	32064	1206	1742	661	4190	2027	1535	4082	4040	2428	2475	2544	4019	40221	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	36541	63	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	24	496	475	5	3	27	3	7	3	7	1	13	9	4	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	5	16	0	0	0	0	0	1	0	71064
Lima537	0	1912	1156	2648	924	4	1728	34225	446	1352	862	2934	1114	1058	1670	1185	1478	1292	1021	1242	44060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31501	49	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	201	450	0	1	17	3	2	3	7	0	4	8	5	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	7	0	0	0	0	0	0	0	83076
Lima538	0	1807	1458	1201	382	7	1246	18732	689	1265	599	2935	720	170	1265	1909	691	2288	1691	2652	25608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26547	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	47	260	2	1	30	2	3	3	8	0	2	3	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	5	0	0	0	0	0	1	0	59358
Lima539	0	9	5	13	6	0	12	6	12	8	0	4	5	6	6	5	3	13	4	8	11	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	1	1	1	1	0	0	0	0	0	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	32	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	13	2	3	0	5	0	4	3	3	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0	0	0	0	0	2559
Lima540	0	4	6	12040	13311	1	7	30	2796	12	5	5	8	5	8	5	4	11	4	7	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3809	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	1	14	0	0	0	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	4851
Lima541	0	2	1	5	1	2	4	4	7	1	0	7	2	4	7	4	0	5	6	3	290	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	14	2	1	0	1	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2065
Lima542	0	10851	8560	7822	6154	2146	10240	120	4896	8063	641	12366	9091	17365	11637	12777	10774	16232	6064	8477	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6971	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1093	617	336	0	0	10	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	0	0	0	1	0	25611
Lima543	0	3431	2117	757	8514	1970	12737	83	5546	6942	172	16686	19284	15660	20911	17230	16070	14722	4172	10836	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1091	9	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2219	9	75	0	0	23	1	1	0	3	0	0	3	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	3	0	22143
Lima544	0	12447	1020	5424	13300	0	6841	22	6890	7121	1011	10621	14709	7527	4312	10234	11121	14006	4808	8137	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12043	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	82	951	414	0	0	11	0	1	1	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	36965
Lima545	0	9918	8632	14797	11069	1	15193	11	726	1086	4	962	7921	17720	15176	2489	8867	21633	15598	17176	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16577	38	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1551	261	1	1	1	26	0	6	5	1	0	4	4	2	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	6	0	0	0	0	0	0	0	11579
Lima546	0	23574	31472	26766	31608	5560	33571	164	25434	26206	3249	31755	29516	31966	47214	3647	34992	40854	17467	29572	1004	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	13297	15	0	77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3528	4002	943	0	0	18	0	1	0	4	0	1	1	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	49225
Lima547	0	28446	38208	30554	28162	7625	32413	281	16877	30174	5345	36389	37514	37490	43107	35187	35759	41810	34838	31738	142	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20860	20	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3378	3592	362	0	0	13	3	4	0	3	0	2	6	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	6	0	0	0	0	0	0	0	37396
Lima548	0	25812	26067	22899	17260	2916	28201	378	24134	24557	5204	30903	23584	12587	25278	33497	30771	37258	31703	24700	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12768	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	1849	358	0	0	16	3	2	0	3	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	37285
Lima549	0	2	7	23	9	0	4	201	2	0	1	1	33	4	965	2	6	8	3	12	192	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80	1	21	0	1	8	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	7017
Lima550	0	839	694	3416	368	0	1673	2825	315	1683	78	2414	3433	1	3085	891	9	2057	1511	3635	6707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4615	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	2	86	0	0	6	0	0	0	1	0	0	2	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	22979
Lima551	0	4732	10745	20409	22312	7817	4162	26	11053	8	7	16894	18010	4331	20109	5900	3	13637	6725	12316	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5925	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	189	43	0	1	15	0	4	2	6	0	4	1	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	3	0	0	0	0	0	0	0	15186
Lima552	0	2	0	3	3	0	2	10	2	2	1	4	1	2	3	1	1	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	6	1	0	0	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	907
